Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Area_under_ROC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_area_under_ROC,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Summary
trainSort,3,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,12.0,2.0,0.0,85.71428571428571,14.285714285714286,0.0,0.7565217391304346,0.05714285714285715,0.23904572186687875,22.181146025878007,67.41573033707864,25.79437591141357,1021.7604463501116,-995.966070438698,1.8424554222438265,72.98288902500796,-71.14043360276415,19.041938908484916,1.3601384934632084,991.6550895022532,1.0,8.0,0.16666666666666666,1.0,0.8333333333333334,5.0,0.0,0.0,0.8888888888888888,1.0,0.9411764705882353,0.9166666666666666,0.8571428571428571,0.10714285714285714,0.8928571428571429,0.14285714285714285,0.8174603174603174,0.8571428571428571,0.8187675070028011,0.9404761904761904,0.009,0.011,0.0,0.01,44195.0,56471.0,22154.0,?
trainSort,3,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,13.0,1.0,0.0,92.85714285714286,7.142857142857143,0.0,0.8914728682170543,0.02856730516926567,0.16900645656952024,10.693643646249184,45.47147889977789,28.121046996519677,12.758450375622186,15.362596620897492,2.0086462140371197,0.9113178839730133,1.0973283300641066,24.647324031627754,1.7605231451162682,1309.9852306276907,1.0,7.0,0.14285714285714285,1.0,0.8571428571428571,6.0,0.0,0.0,0.875,1.0,0.9333333333333333,1.0,0.9285714285714286,0.07142857142857142,0.9285714285714286,0.07142857142857142,0.9375,0.9285714285714286,0.9190476190476191,1.0,0.004,0.01,0.0,0.02,44195.0,56471.0,22154.0,?
trainSort,3,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,13.0,1.0,0.0,92.85714285714286,7.142857142857143,0.0,0.8793103448275863,0.028571428571428574,0.16903085094570333,11.090573012939004,47.67012007999197,25.794375911413564,234.48463669803598,-208.69026078662242,1.842455422243826,16.748902621288284,-14.90644719904446,22.320444723081152,1.5943174802200824,1162.391220556555,1.0,8.0,0.16666666666666666,1.0,0.8333333333333334,5.0,0.0,0.0,0.8888888888888888,1.0,0.9411764705882353,0.9166666666666666,0.9285714285714286,0.09523809523809523,0.9047619047619049,0.07142857142857142,0.9365079365079365,0.9285714285714286,0.9187675070028012,0.9523809523809523,0.003,0.01,0.01,0.0,44195.0,56471.0,22154.0,?
trainSort,3,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,13.0,1.0,0.0,92.85714285714286,7.142857142857143,0.0,0.8852459016393444,0.028571428571428574,0.16903085094570333,11.070110701107009,47.559172016818785,26.09805230174471,232.9557713831115,-206.8577190813668,1.8641465929817649,16.639697955936537,-14.775551362954772,22.387558918939693,1.5991113513528352,1168.3360828355935,1.0,8.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.011904761904761904,0.9880952380952381,0.07142857142857142,0.9523809523809524,0.9285714285714286,0.9238095238095239,0.994047619047619,0.004,0.01,0.01,0.01,44195.0,56471.0,22154.0,?
trainSort,3,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,56.0,13.0,12.0,1.0,0.0,92.3076923076923,7.6923076923076925,0.0,0.865979381443299,0.03076923076923077,0.17541160386140583,12.224448897795591,51.000064418289206,22.560063040596535,123.0993439705842,-100.53928092998767,1.735389464661272,9.469180305429553,-7.7337908407682825,19.260830789691834,1.4816023684378334,992.0474734707057,1.0,8.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9230769230769231,0.013986013986013986,0.986013986013986,0.07692307692307693,0.8717948717948718,0.9230769230769231,0.8923076923076922,0.9930069930069931,0.003,0.009,0.0,0.01,44195.0,57308.0,21317.0,?
trainSort,4,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,14.0,0.0,0.0,100.0,0.0,0.0,1.0,2.570991591793365E-80,2.151045893398623E-79,9.979819487552805E-78,6.066384654764852E-77,25.794375911413564,0.0,25.794375911413564,1.842455422243826,0.0,1.842455422243826,25.794375911413564,1.842455422243826,1343.304601281425,1.0,8.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.003,0.01,0.01,0.01,44195.0,56471.0,22154.0,?
trainSort,4,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,14.0,0.0,0.0,100.0,0.0,0.0,1.0,1.4028832222874438E-15,8.299570522508915E-15,5.445572581892111E-13,2.340646818061935E-12,25.794375911413564,7.079572573431142E-14,25.794375911413493,1.842455422243826,5.056837552450816E-15,1.842455422243821,25.794375911413493,1.842455422243821,1343.3046012814214,1.0,8.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.002,0.01,0.0,0.02,44195.0,56471.0,22154.0,?
trainSort,4,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,13.0,1.0,0.0,92.85714285714286,7.142857142857143,0.0,0.8852459016393444,0.028571428571428574,0.16903085094570333,11.090573012939004,47.67012007999197,25.794375911413564,443.37158514155675,-417.5772092301432,1.842455422243826,31.669398938682626,-29.8269435164388,22.320444723081152,1.5943174802200824,1162.391220556555,1.0,8.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.011904761904761904,0.9880952380952381,0.07142857142857142,0.9523809523809524,0.9285714285714286,0.9238095238095239,0.988095238095238,0.003,0.009,0.0,0.01,44195.0,56471.0,22154.0,?
trainSort,4,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,13.0,1.0,0.0,92.85714285714286,7.142857142857143,0.0,0.8852459016393444,0.028571430178928162,0.16903085094570358,11.090573636922208,47.67012007999204,25.794375911413564,352.23027514150994,-326.43589923009637,1.842455422243826,25.15930536725071,-23.316849945006883,22.32044464191154,1.5943174744222528,1162.3912163294508,1.0,8.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.011904761904761904,0.9880952380952381,0.07142857142857142,0.9523809523809524,0.9285714285714286,0.9238095238095239,0.994047619047619,0.005,0.01,0.0,0.01,44195.0,56471.0,22154.0,?
trainSort,4,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,56.0,13.0,11.0,2.0,0.0,84.61538461538461,15.384615384615385,0.0,0.7346938775510203,0.06150897237355549,0.24790154576621587,23.45029571741803,68.2863404615114,25.190410516033786,345.5632864828194,-320.3728759667856,1.9377238858487529,26.581791267909185,-24.64406738206043,18.593329353063837,1.4302561040818336,978.8662321328758,1.0,7.0,0.3333333333333333,2.0,0.6666666666666666,4.0,0.0,0.0,0.7777777777777778,1.0,0.8750000000000001,0.9166666666666666,0.8461538461538461,0.17948717948717946,0.8205128205128205,0.15384615384615385,0.7264957264957265,0.8461538461538461,0.7788461538461539,0.9551282051282051,0.003,0.01,0.0,0.01,44195.0,57308.0,21317.0,?
trainSort,5,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,14.0,0.0,0.0,100.0,0.0,0.0,1.0,4.022989576253395E-11,2.38003272996932E-10,1.5616040869005788E-8,6.712173866319437E-8,25.79437591141357,2.0313814824133346E-9,25.79437590938219,1.8424554222438265,1.450986773152382E-10,1.842455422098728,25.79437590938219,1.842455422098728,1343.3046011756362,1.0,8.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.004,0.009,0.0,0.01,44195.0,56471.0,22154.0,?
trainSort,5,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,12.0,2.0,0.0,85.71428571428571,14.285714285714286,0.0,0.7454545454545453,0.05714285714285715,0.2390457218668787,22.181146025878007,67.41573033707864,25.79437591141357,1425.7903373418992,-1399.9959614304855,1.8424554222438265,101.8421669529928,-99.99971153074897,18.84651353474874,1.3461795381963386,981.4778398316851,1.0,8.0,0.3333333333333333,2.0,0.6666666666666666,4.0,0.0,0.0,0.8,1.0,0.888888888888889,0.9166666666666666,0.8571428571428571,0.19047619047619047,0.8095238095238094,0.14285714285714285,0.7428571428571429,0.8571428571428571,0.7936507936507936,0.9166666666666666,0.003,0.009,0.0,0.01,44195.0,56471.0,22154.0,?
trainSort,5,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,11.0,3.0,0.0,78.57142857142857,21.428571428571427,0.0,0.6865671641791045,0.085714285714288,0.29277002188455997,32.02846975089054,78.60336953666277,28.424723386850822,1088.6308727879978,-1060.2061494011468,2.0303373847750588,77.75934805628556,-75.7290106715105,17.52980543290826,1.2521289594934473,933.6929313349546,1.0,7.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7857142857142857,0.03571428571428571,0.9642857142857143,0.21428571428571427,0.7714285714285715,0.7857142857142857,0.7482993197278912,0.9821428571428571,0.003,0.009,0.0,0.01,44195.0,56471.0,22154.0,?
trainSort,5,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,13.0,1.0,0.0,92.85714285714286,7.142857142857143,0.0,0.8852459016393444,0.028571428571428574,0.16903085094570333,11.090573012939004,47.67012007999197,25.79437591141357,462.0725232933558,-436.27814738194223,1.8424554222438265,33.0051802352397,-31.162724812995872,22.32044472308116,1.5943174802200828,1162.3912205565553,1.0,8.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.011904761904761904,0.9880952380952381,0.07142857142857142,0.9523809523809524,0.9285714285714286,0.9238095238095239,0.994047619047619,0.003,0.009,0.0,0.01,44195.0,56471.0,22154.0,?
trainSort,5,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,56.0,13.0,13.0,0.0,0.0,100.0,0.0,0.0,1.0,1.1049321990596791E-21,8.908248183213453E-21,4.389835840953534E-19,2.5900295145636826E-18,22.560063040596532,0.0,22.560063040596532,1.7353894646612718,0.0,1.7353894646612718,22.560063040596532,1.7353894646612718,1161.9775795310707,1.0,8.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.003,0.009,0.0,0.0,44195.0,57308.0,21317.0,?
trainSort,6,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,13.0,1.0,0.0,92.85714285714286,7.142857142857143,0.0,0.8793103448275863,0.028568304312210725,0.16901236757890745,11.089360269065164,47.66490739656931,25.79437591141357,13.158771394422766,12.635604516990805,1.8424554222438265,0.939912242458769,0.9025431797850575,22.320602489071895,1.5943287492194211,1162.3994366026425,1.0,8.0,0.16666666666666666,1.0,0.8333333333333334,5.0,0.0,0.0,0.8888888888888888,1.0,0.9411764705882353,1.0,0.9285714285714286,0.09523809523809523,0.9047619047619049,0.07142857142857142,0.9365079365079365,0.9285714285714286,0.9187675070028012,1.0,0.004,0.01,0.01,0.01,44195.0,56471.0,22154.0,?
trainSort,6,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,12.0,2.0,0.0,85.71428571428571,14.285714285714286,0.0,0.7985611510791367,0.05719597033937778,0.23904592838671124,21.410256276772436,64.3157197029506,28.12104699651968,241.48838355972893,-213.36733656320925,2.00864621403712,17.249170254266353,-15.240524040229232,22.629931827526647,1.6164237019661891,1202.7624753961418,0.8571428571428571,6.0,0.0,0.0,1.0,7.0,0.14285714285714285,1.0,1.0,0.8571428571428571,0.923076923076923,1.0,0.8571428571428571,0.023809523809523808,0.9761904761904762,0.14285714285714285,0.9285714285714286,0.8571428571428571,0.8663003663003662,0.988095238095238,0.003,0.009,0.01,0.01,44195.0,56471.0,22154.0,?
trainSort,6,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,12.0,2.0,0.0,85.71428571428571,14.285714285714286,0.0,0.7565217391304346,0.06853992850462483,0.24837294617115613,26.60514784837563,70.04619631479977,25.794375911413567,677.7476161398836,-651.95324022847,1.8424554222438263,48.41054400999168,-46.56808858774786,18.30762183948523,1.307687274248945,953.4137495692992,1.0,8.0,0.16666666666666666,1.0,0.8333333333333334,5.0,0.0,0.0,0.8888888888888888,1.0,0.9411764705882353,0.9166666666666666,0.8571428571428571,0.10714285714285714,0.8928571428571429,0.14285714285714285,0.8174603174603174,0.8571428571428571,0.8187675070028011,0.9464285714285713,0.003,0.009,0.01,0.01,44195.0,56471.0,22154.0,?
trainSort,6,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,14.0,0.0,0.0,100.0,0.0,0.0,1.0,2.2047909272877483E-65,1.8446604357266453E-64,8.542547873255113E-63,5.190207733351856E-62,26.098052301744712,0.0,26.098052301744712,1.864146592981765,0.0,1.864146592981765,26.098052301744712,1.864146592981765,1361.9750284638435,1.0,8.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.003,0.01,0.01,0.0,44195.0,56471.0,22154.0,?
trainSort,6,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,56.0,13.0,12.0,1.0,0.0,92.3076923076923,7.6923076923076925,0.0,0.865979381443299,0.03076923076923077,0.17541160386140583,12.224448897795591,51.0000644182892,22.560063040596532,394.1396109436195,-371.579547903023,1.7353894646612718,30.318431611047654,-28.583042146386386,19.260830789691838,1.4816023684378337,992.0474734707059,1.0,8.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9230769230769231,0.013986013986013986,0.986013986013986,0.07692307692307693,0.8717948717948718,0.9230769230769231,0.8923076923076922,0.9930069930069931,0.006,0.009,0.01,0.01,44195.0,57308.0,21317.0,?
trainSort,7,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,11.0,3.0,0.0,78.57142857142857,21.428571428571427,0.0,0.6347826086956521,0.08569732726977983,0.29271210923172164,33.26513627847275,82.55073744156992,25.79437591141356,687.6111374933964,-661.8167615819829,1.8424554222438256,49.115081249528316,-47.27262582728449,15.568864279613834,1.112061734258131,810.7863161859759,1.0,8.0,0.16666666666666666,1.0,0.8333333333333334,5.0,0.0,0.0,0.8888888888888888,1.0,0.9411764705882353,0.9166666666666666,0.7857142857142857,0.11904761904761904,0.880952380952381,0.21428571428571427,0.6507936507936508,0.7857142857142857,0.7044817927170869,0.9464285714285713,0.003,0.009,0.01,0.0,44195.0,56471.0,22154.0,?
trainSort,7,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,12.0,2.0,0.0,85.71428571428571,14.285714285714286,0.0,0.768595041322314,0.05714285714285715,0.23904572186687875,22.181146025878004,67.41573033707866,25.79437591141356,610.5955786512899,-584.8012027398763,1.8424554222438256,43.613969903663566,-41.771514481419736,18.846513534748738,1.3461795381963384,981.4778398316848,1.0,8.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.023809523809523808,0.9761904761904762,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.9880952380952381,0.003,0.009,0.01,0.0,44195.0,56471.0,22154.0,?
trainSort,7,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,13.0,1.0,0.0,92.85714285714286,7.142857142857143,0.0,0.8793103448275863,0.028571428571428574,0.16903085094570333,11.090573012939002,47.67012007999197,25.79437591141356,78.43082043422028,-52.63644452280672,1.8424554222438256,5.602201459587163,-3.759746037343337,22.32044472308115,1.5943174802200821,1162.3912205565548,1.0,8.0,0.16666666666666666,1.0,0.8333333333333334,5.0,0.0,0.0,0.8888888888888888,1.0,0.9411764705882353,0.9166666666666666,0.9285714285714286,0.09523809523809523,0.9047619047619049,0.07142857142857142,0.9365079365079365,0.9285714285714286,0.9187675070028012,0.9523809523809523,0.003,0.01,0.0,0.01,44195.0,56471.0,22154.0,?
trainSort,7,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,14.0,0.0,0.0,100.0,0.0,0.0,1.0,7.923936057653401E-21,6.629640552250613E-20,3.0758346989042772E-18,1.8696927776485553E-17,25.79437591141356,0.0,25.79437591141356,1.8424554222438256,0.0,1.8424554222438256,25.79437591141356,1.8424554222438256,1343.3046012814248,1.0,8.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.003,0.009,0.0,0.01,44195.0,56471.0,22154.0,?
trainSort,7,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,56.0,13.0,12.0,1.0,0.0,92.3076923076923,7.6923076923076925,0.0,0.881818181818182,0.036042890787547674,0.1779693911712533,13.741352112752553,49.02300386907996,25.19041051603379,52.13075334571953,-26.940342829685743,1.937723885848753,4.010057949670733,-2.0723340638219803,21.18697711600577,1.6297674704619824,1115.4116654429397,1.0,7.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9230769230769231,0.013986013986013986,0.986013986013986,0.07692307692307693,0.9487179487179488,0.9230769230769231,0.917948717948718,1.0,0.003,0.023,0.0,0.01,44195.0,57308.0,21317.0,?
trainSort,8,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01409112006E7,55.0,14.0,13.0,1.0,0.0,92.85714285714286,7.142857142857143,0.0,0.8842975206611571,0.028571428571428574,0.16903085094570333,11.090573012939004,47.67012007999197,25.794375911413564,393.2606444181526,-367.466268506739,1.842455422243826,28.09004602986804,-26.247590607624215,22.51587009681733,1.608276435486952,1172.5684702271233,1.0,8.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.011904761904761904,0.9880952380952381,0.07142857142857142,0.880952380952381,0.9285714285714286,0.9,0.994047619047619,0.003,0.01,0.0,0.01,44195.0,56471.0,22154.0,?
